Entrée,partie du discours,Terme relié,partie du discours,relation
écosystème,NN,mangrove,NN,HYP
écosystème,NN,marais,NN,HYP
écosystème,NN,plage,NN,HYP
écosystème,NN,terre,NN,HYP
écosystème,NN,toundra,NN,HYP
effet,,affecter,,FRM
effet,NN,empreinte,NN,QSYN
effet,NN,impact,NN,QSYN
effet,,impact,,FRM
effet,NN,incidence,NN,QSYN
effet,,incidence,,FRM
effet,,influence,,FRM
effet,,influencer,,FRM
effet,,influer,,FRM
effet,NN,répercussion,NN,QSYN
effet,,répercussion,,FRM
effet,NN,rétroaction,NN,QSYN
électricité,NN,courant,NN,QSYN
électricité,NN,électrique,JJ,DRV
électricité,NN,énergie,NN,QSYN
électricité,NN,hydroélectricité,NN,HYP
électrique,JJ,électricité,NN,DRV
élevage,NN,activité,NN,HYP
élevage,NN,agriculture,NN,HYP
élevage,NN,aquaculture,NN,HYP
élevage,NN,culture,NN,QSYN
élevage,NN,élever,VV,DRV
élevage,NN,pêche,NN,QSYN
élevage,NN,pisciculture,NN,HYP
élévation,NN,augmentation,NN,QSYN
élévation,,augmentation,,FRM
élévation,,augmenter,,FRM
élévation,NN,baisse,NN,ANTI
élévation,,baisse,,FRM
élévation,,baisser,,FRM
élévation,,croissance,,FRM
élévation,,diminuer,,FRM
élévation,NN,diminution,NN,ANTI
élévation,,diminution,,FRM
élévation,NN,élever,VV,DRV
élévation,,élever,,FRM
élévation,NN,hausse,NN,QSYN
élévation,NN,réchauffement,NN,QSYN
élever,,augmentation,,FRM
élever,VV,augmenter,VV,QSYN
élever,,augmenter,,FRM
élever,,baisse,,FRM
élever,VV,baisser,VV,ANTI
élever,,baisser,,FRM
élever,,croissance,,FRM
élever,,diminuer,,FRM
élever,,diminution,,FRM
élever,VV,élévation,NN,DRV
élever,,élévation,,FRM
élever,VV,réchauffer,VV,QSYN
éleveur,NN,agriculteur,NN,HYP
éleveur,NN,apiculteur,NN,QSYN
éleveur,NN,cultivateur,NN,QSYN
éleveur,NN,pêcheur,NN,QSYN
éleveur,NN,sylviculteur,NN,QSYN
élimination,NN,éliminer,VV,DRV
élimination,,éliminer,,FRM
élimination,NN,récupération,NN,ANTI
élimination,NN,réemploi,NN,ANTI
éliminer,VV,élimination,NN,DRV
éliminer,,élimination,,FRM
éliminer,VV,enfouir,VV,QSYN
éliminer,VV,jeter,VV,QSYN
éliminer,VV,récupérer,VV,ANTI
éliminer,VV,recycler,VV,ANTI
emballage,NN,emballer,VV,DRV
embarquer,VV,intégrer,VV,QSYN
émettre,VV,absorber,VV,ANTI
émettre,VV,émission,NN,DRV
émettre,,émission,,FRM
émettre,VV,injecter,VV,QSYN
émettre,,injecter,,FRM
émettre,,libération,,FRM
émettre,VV,libérer,VV,QSYN
émettre,,libérer,,FRM
émettre,VV,produire,VV,QSYN
émission,NN,absorption,NN,ANTI
émission,NN,émettre,VV,DRV
émission,,émettre,,FRM
émission,,injecter,,FRM
émission,NN,libération,NN,QSYN
émission,,libération,,FRM
émission,,libérer,,FRM
emmagasiner,VV,stocker,VV,QSYN
empreinte,NN,effet,NN,QSYN
empreinte,NN,impact,NN,QSYN
empreinte,NN,répercussion,NN,QSYN
emprisonner,VV,absorber,VV,QSYN
emprisonner,VV,piéger,VV,QSYN
emprisonner,,piéger,,FRM
endommager,,dégradation,,FRM
endommager,VV,dégrader,VV,QSYN
endommager,,dégrader,,FRM
endommager,,détérioration,,FRM
endommager,VV,détériorer,VV,QSYN
endommager,,détériorer,,FRM
énergétique,JJ,énergie,NN,DRV
énergie,NN,bioénergie,NN,HYP
énergie,NN,chaleur,NN,QSYN
énergie,NN,électricité,NN,QSYN
énergie,NN,énergétique,JJ,DRV
enfouir,VV,éliminer,VV,QSYN
enfouir,VV,enfouissement,NN,DRV
enfouir,,enfouissement,,FRM
enfouir,VV,récupérer,VV,ANTI
enfouissement,NN,élimination,NN,QSYN
enfouissement,NN,enfouir,VV,DRV
enfouissement,,enfouir,,FRM
enfouissement,NN,récupération,NN,ANTI
environnement,NN,écologie,NN,QSYN
environnement,NN,écosystème,NN,QSYN
environnement,NN,environnemental,JJ,DRV
environnement,NN,milieu,NN,QSYN
environnemental,JJ,écologique,JJ,QSYN
environnemental,,écologique,,FRM
environnemental,JJ,environnement,NN,DRV
environnemental,JJ,polluant,JJ,ANTI
environnemental,JJ,propre,JJ,QSYN
environnemental,,propre,,FRM
environnemental,JJ,vert,JJ,QSYN
environnemental,,vert,,FRM
éolien,JJ,vent,NN,DRV
épuisement,,disparaître,,FRM
épuisement,,disparition,,FRM
épuisement,,éteindre,,FRM
épuisement,,extinction,,FRM
épuisement,,pénurie,,FRM
épuisement,,perte,,FRM
épuisement,,raréfaction,,FRM
épuisement,,raréfier,,FRM
équilibrer,,stabilisation,,FRM
équilibrer,,stabiliser,,FRM
éroder,VV,érosion,NN,DRV
éroder,,érosion,,FRM
éroder,,recul,,FRM
éroder,,reculer,,FRM
érosion,NN,catastrophe,NN,QSYN
érosion,NN,dégradation,NN,QSYN
érosion,NN,désertification,NN,QSYN
érosion,NN,éroder,VV,DRV
érosion,,éroder,,FRM
érosion,,recul,,FRM
érosion,,reculer,,FRM
érosion,NN,sécheresse,NN,QSYN
essence,NN,carburant,NN,HYP
essence,NN,diesel,NN,QSYN
estimation,NN,estimer,VV,DRV
estimation,,estimer,,FRM
estimer,VV,calculer,VV,QSYN
estimer,VV,estimation,NN,DRV
estimer,,estimation,,FRM
estimer,VV,évaluer,VV,QSYN
éteindre,VV,disparaître,VV,QSYN
éteindre,,disparaître,,FRM
éteindre,,disparition,,FRM
éteindre,,épuisement,,FRM
éteindre,VV,extinction,NN,DRV
éteindre,,extinction,,FRM
éteindre,,pénurie,,FRM
éteindre,,perte,,FRM
éteindre,,raréfaction,,FRM
éteindre,,raréfier,,FRM
éthanol,NN,alcool,NN,HYP
éthanol,NN,biocarburant,NN,HYP
éthanol,NN,biodiesel,NN,QSYN
éthanol,NN,bioéthanol,NN,QSYN
éthanol,NN,biogaz,NN,QSYN
éthanol,NN,carburant,NN,HYP
eutrophisation,NN,acidification,NN,QSYN
eutrophisation,,acidification,,FRM
eutrophisation,,contamination,,FRM
eutrophisation,,contaminer,,FRM
eutrophisation,NN,dégradation,NN,QSYN
eutrophisation,NN,phénomène,NN,HYP
eutrophisation,,polluer,,FRM
eutrophisation,NN,pollution,NN,QSYN
évaporation,NN,évaporer,VV,DRV
évaporation,,évaporer,,FRM
évaporation,NN,évapotranspiration,NN,QSYN
évaporation,,évapotranspiration,,FRM
évaporer,VV,évaporation,NN,DRV
évaporer,,évaporation,,FRM
évaporer,,évapotranspiration,,FRM
évapotranspiration,NN,évaporation,NN,QSYN
évapotranspiration,,évaporation,,FRM
évapotranspiration,,évaporer,,FRM
événement,NN,catastrophe,NN,HYP
événement,NN,cyclone,NN,HYP
événement,NN,feu,NN,HYP
événement,NN,incendie,NN,HYP
événement,NN,ouragan,NN,HYP
événement,NN,phénomène,NN,QSYN
événement,,phénomène,,FRM
événement,NN,séisme,NN,HYP
événement,NN,tempête,NN,HYP
évoluer,,changement,,FRM
évoluer,VV,changer,VV,QSYN
évoluer,,changer,,FRM
évoluer,VV,évolution,NN,DRV
évoluer,,fluctuation,,FRM
évoluer,,modification,,FRM
évoluer,VV,modifier,VV,QSYN
évoluer,,modifier,,FRM
évoluer,,variation,,FRM
évoluer,,varier,,FRM
exploitation,,consommation,,FRM
exploitation,,consommer,,FRM
exploitation,NN,exploiter,VV,DRV
exploitation,,exploiter,,FRM
exploitation,NN,surexploitation,NN,HYP
exploitation,,surexploitation,,FRM
exploitation,,surexploiter,,FRM
exploiter,,consommation,,FRM
exploiter,,consommer,,FRM
exploiter,VV,exploitation,NN,DRV
exploiter,,exploitation,,FRM
exploiter,,surexploitation,,FRM
exploiter,VV,surexploiter,VV,HYP
exploiter,,surexploiter,,FRM
extinction,,disparaître,,FRM
extinction,NN,disparition,NN,QSYN
extinction,,disparition,,FRM
extinction,,épuisement,,FRM
extinction,NN,éteindre,VV,DRV
extinction,,éteindre,,FRM
extinction,,pénurie,,FRM
extinction,NN,perte,NN,QSYN
extinction,,perte,,FRM
extinction,,raréfaction,,FRM
extinction,,raréfier,,FRM
extraction,NN,extraire,VV,DRV
extraction,,extraire,,FRM
extraire,VV,extraction,NN,DRV
extraire,,extraction,,FRM
extrême,,intense,,FRM
extrême,,intensité,,FRM
extrême,,violent,,FRM
faune,NN,flore,NN,ANTI
ferré,JJ,ferroviaire,JJ,QSYN
ferroviaire,JJ,ferré,JJ,QSYN
ferroviaire,JJ,routier,JJ,QSYN
feu,NN,catastrophe,NN,HYP
feu,NN,événement,NN,HYP
feu,NN,incendie,NN,QSYN
fixation,NN,fixer,VV,DRV
fixation,NN,piégeage,NN,QSYN
fixation,NN,séquestration,NN,QSYN
flore,NN,faune,NN,ANTI
flore,NN,végétation,NN,QSYN
flotte,NN,parc,NN,QSYN
fluctuation,NN,changement,NN,QSYN
fluctuation,,changement,,FRM
fluctuation,,changer,,FRM
fluctuation,NN,dérèglement,NN,QSYN
fluctuation,,évoluer,,FRM
fluctuation,,modification,,FRM
fluctuation,,modifier,,FRM
fluctuation,NN,perturbation,NN,QSYN
fluctuation,NN,variation,NN,QSYN
fluctuation,,variation,,FRM
fluctuation,,varier,,FRM
fondre,,dégel,,FRM
fondre,VV,fonte,NN,DRV
fondre,,fonte,,FRM
fondre,,gel,,FRM
fondre,VV,geler,VV,ANTI
fondre,,geler,,FRM
fondre,VV,reculer,VV,QSYN
fonte,NN,dégel,NN,QSYN
fonte,,dégel,,FRM
fonte,NN,fondre,VV,DRV
fonte,,fondre,,FRM
fonte,NN,gel,NN,ANTI
fonte,,gel,,FRM
fonte,,geler,,FRM
fonte,NN,recul,NN,QSYN
forçage,NN,perturbation,NN,QSYN
forêt,NN,bois,NN,QSYN
forêt,NN,écosystème,NN,HYP
forêt,NN,forestier,JJ,DRV
fossile,JJ,renouvelable,JJ,ANTI
fragile,JJ,sensible,JJ,QSYN
fragile,JJ,vulnérable,JJ,QSYN
fragmentation,NN,fragmenter,VV,DRV
frais,JJ,froid,JJ,QSYN
freiner,VV,accélérer,VV,ANTI
freiner,VV,ralentir,VV,QSYN
froid,JJ,chaud,JJ,ANTI
froid,JJ,frais,JJ,QSYN
froid,,température,,FRM
gaspillage,NN,surconsommation,NN,QSYN
gaz,NN,carbone,NN,HYP
gaz,NN,charbon,NN,QSYN
gaz,NN,combustible,NN,HYP
gaz,NN,gazier,JJ,DRV
gaz,NN,méthane,NN,HYP
gaz,NN,pétrole,NN,QSYN
gaz,NN,polluant,NN,HYP
gazier,JJ,gaz,NN,DRV
gazier,JJ,pétrolier,JJ,QSYN
gel,NN,dégel,NN,ANTI
gel,,dégel,,FRM
gel,,fondre,,FRM
gel,NN,fonte,NN,ANTI
gel,,fonte,,FRM
gel,NN,geler,VV,DRV
gel,,geler,,FRM
gel,NN,phénomène,NN,HYP
geler,,dégel,,FRM
geler,VV,fondre,VV,ANTI
geler,,fondre,,FRM
geler,,fonte,,FRM
geler,VV,gel,NN,DRV
geler,,gel,,FRM
géothermie,NN,géothermique,JJ,DRV
géothermique,JJ,géothermie,NN,DRV
gérer,VV,gestion,NN,DRV
gestion,NN,gérer,VV,DRV
gisement,NN,réserve,NN,QSYN
glace,NN,neige,NN,QSYN
glacier,NN,glace,NN,QSYN
glacier,NN,glaciaire,JJ,DRV
global,JJ,local,JJ,ANTI
global,JJ,mondial,JJ,QSYN
global,JJ,planétaire,JJ,QSYN
global,JJ,régional,JJ,ANTI
globe,NN,monde,NN,QSYN
globe,NN,planète,NN,QSYN
habitat,NN,biotope,NN,QSYN
habitat,NN,milieu,NN,QSYN
homme,NN,humain,JJ,DRV
homme,NN,nature,NN,ANTI
humain,JJ,anthropique,JJ,QSYN
humain,NN,homme,NN,QSYN
humain,JJ,naturel,JJ,ANTI
humide,JJ,humidité,NN,DRV
humide,JJ,sec,JJ,ANTI
humide,JJ,tourbeux,JJ,QSYN
hydrocarbure,NN,charbon,NN,HYP
hydrocarbure,NN,pétrole,NN,HYP
hydroélectricité,NN,électricité,NN,HYP
hydroélectricité,NN,hydroélectrique,JJ,DRV
hydroélectrique,JJ,électrique,JJ,QSYN
hydroélectrique,JJ,hydroélectricité,NN,DRV
hydrogène,NN,carburant,NN,HYP
hydrogène,NN,h,NN,QSYN
hydrologique,JJ,eau,NN,DRV
impact,,affecter,,FRM
impact,NN,conséquence,NN,QSYN
impact,NN,effet,NN,QSYN
impact,,effet,,FRM
impact,NN,empreinte,NN,QSYN
impact,NN,incidence,NN,QSYN
impact,,incidence,,FRM
impact,NN,influence,NN,QSYN
impact,,influence,,FRM
impact,,influencer,,FRM
impact,,influer,,FRM
impact,NN,répercussion,NN,QSYN
impact,,répercussion,,FRM
impact,NN,rétroaction,NN,QSYN
incendie,NN,catastrophe,NN,HYP
incendie,NN,événement,NN,HYP
incendie,NN,feu,NN,QSYN
incidence,,affecter,,FRM
incidence,NN,effet,NN,QSYN
incidence,,effet,,FRM
incidence,NN,impact,NN,QSYN
incidence,,impact,,FRM
incidence,NN,influence,NN,QSYN
incidence,,influence,,FRM
incidence,,influencer,,FRM
incidence,,influer,,FRM
incidence,NN,répercussion,NN,QSYN
incidence,,répercussion,,FRM
incinérer,VV,brûler,VV,QSYN
incinérer,VV,incinération,NN,DRV
industrialisation,NN,développement,NN,QSYN
industrialisation,,développer,,FRM
industrialisation,NN,industrialiser,VV,DRV
industrialisation,NN,urbanisation,NN,QSYN
industrialisation,,urbanisation,,FRM
industriel,JJ,naturel,JJ,ANTI
inépuisable,JJ,renouvelable,JJ,QSYN
influence,,affecter,,FRM
influence,NN,conséquence,NN,QSYN
influence,NN,effet,NN,QSYN
influence,,effet,,FRM
influence,NN,empreinte,NN,QSYN
influence,NN,impact,NN,QSYN
influence,,impact,,FRM
influence,,incidence,,FRM
influence,NN,influencer,VV,DRV
influence,,influencer,,FRM
influence,,influer,,FRM
influence,NN,répercussion,NN,QSYN
influence,,répercussion,,FRM
influence,NN,rétroaction,NN,QSYN
influencer,,affecter,,FRM
influencer,,effet,,FRM
influencer,,impact,,FRM
influencer,,incidence,,FRM
influencer,VV,infléchir,VV,QSYN
influencer,VV,influence,NN,DRV
influencer,,influence,,FRM
influencer,VV,influer,VV,QSYN
influencer,,influer,,FRM
influencer,,répercussion,,FRM
influer,,affecter,,FRM
influer,,effet,,FRM
influer,,impact,,FRM
influer,,incidence,,FRM
influer,VV,influence,NN,DRV
influer,,influence,,FRM
influer,VV,influencer,VV,QSYN
influer,,influencer,,FRM
influer,VV,peser,VV,QSYN
influer,,répercussion,,FRM
infrastructure,NN,autoroute,NN,HYP
infrastructure,NN,ligne,NN,HYP
infrastructure,NN,rail,NN,HYP
infrastructure,NN,réseau,NN,QSYN
infrastructure,NN,route,NN,HYP
infrastructure,NN,station,NN,HYP
infrastructure,NN,voie,NN,HYP
injecter,VV,émettre,VV,QSYN
injecter,,émettre,,FRM
injecter,,émission,,FRM
injecter,VV,injection,NN,DRV
injecter,,libération,,FRM
injecter,,libérer,,FRM
inondation,NN,inonder,VV,DRV
inondation,,inonder,,FRM
inondation,NN,phénomène,NN,HYP
inondation,NN,sécheresse,NN,ANTI
inonder,VV,inondation,NN,DRV
inonder,,inondation,,FRM
intense,,extrême,,FRM
intense,JJ,intensité,NN,DRV
intense,,intensité,,FRM
intense,JJ,violent,JJ,QSYN
intense,,violent,,FRM
intensification,,accélération,,FRM
intensification,,accélérer,,FRM
intensification,,aggraver,,FRM
intensification,NN,amplification,NN,QSYN
intensification,NN,augmentation,NN,QSYN
intensification,NN,intensifier,VV,DRV
intensification,,intensifier,,FRM
intensification,,ralentir,,FRM
intensification,,ralentissement,,FRM
intensifier,,accélération,,FRM
intensifier,VV,accélérer,VV,QSYN
intensifier,,accélérer,,FRM
intensifier,VV,aggraver,VV,QSYN
intensifier,,aggraver,,FRM
intensifier,,amplification,,FRM
intensifier,VV,amplifier,VV,QSYN
intensifier,,amplifier,,FRM
intensifier,,atténuation,,FRM
intensifier,VV,atténuer,VV,QSYN
intensifier,,atténuer,,FRM
intensifier,VV,augmenter,VV,QSYN
intensifier,VV,intensification,NN,DRV
intensifier,,intensification,,FRM
intensifier,,limiter,,FRM
intensifier,,ralentir,,FRM
intensifier,,ralentissement,,FRM
intensifier,,renforcer,,FRM
intensité,,extrême,,FRM
intensité,NN,intense,JJ,DRV
intensité,,intense,,FRM
intensité,,violent,,FRM
jetable,JJ,recyclable,JJ,ANTI
jeter,VV,éliminer,VV,QSYN
jeter,VV,récupérer,VV,ANTI
jeter,VV,recycler,VV,ANTI
kilomètre,NN,km,NN,QSYN
lac,NN,étang,NN,QSYN
lac,NN,lacustre,JJ,DRV
lac,NN,mer,NN,QSYN
lacustre,JJ,fluvial,JJ,QSYN
lacustre,JJ,lac,NN,DRV
lacustre,JJ,marin,JJ,QSYN
lacustre,JJ,terrestre,JJ,ANTI
léger,JJ,lourd,JJ,ANTI
libération,NN,absorption,NN,ANTI
libération,,émettre,,FRM
libération,NN,émission,NN,QSYN
libération,,émission,,FRM
libération,,injecter,,FRM
libération,NN,libérer,VV,DRV
libération,,libérer,,FRM
libération,NN,piégeage,NN,ANTI
libérer,VV,absorber,VV,ANTI
libérer,VV,dégager,VV,QSYN
libérer,VV,émettre,VV,QSYN
libérer,,émettre,,FRM
libérer,,émission,,FRM
libérer,,injecter,,FRM
libérer,VV,libération,NN,DRV
libérer,,libération,,FRM
libérer,VV,piéger,VV,ANTI
ligne,NN,infrastructure,NN,HYP
ligne,NN,itinéraire,NN,QSYN
ligne,NN,parcours,NN,QSYN
ligne,NN,trajet,NN,QSYN
limiter,,accélérer,,FRM
limiter,,aggraver,,FRM
limiter,,amplification,,FRM
limiter,,amplifier,,FRM
limiter,,atténuation,,FRM
limiter,,atténuer,,FRM
limiter,,intensifier,,FRM
limiter,VV,limite,NN,DRV
limiter,,ralentir,,FRM
limiter,VV,réduire,VV,QSYN
limiter,,renforcer,,FRM
limiter,VV,restreindre,VV,QSYN
littoral,NN,côte,NN,QSYN
local,JJ,global,JJ,ANTI
local,JJ,mondial,JJ,ANTI
local,JJ,planétaire,JJ,ANTI
local,JJ,régional,JJ,QSYN
lourd,JJ,léger,JJ,ANTI
lutte,NN,lutter,VV,DRV
lutte,,lutter,,FRM
lutter,VV,lutte,NN,DRV
lutter,,lutte,,FRM
mangrove,NN,écosystème,NN,HYP
mangrove,NN,marais,NN,QSYN
manteau,NN,couverture,NN,QSYN
manteau,NN,croûte,NN,QSYN
marais,NN,écosystème,NN,HYP
marais,NN,mangrove,NN,QSYN
marais,NN,marécage,NN,QSYN
marais,NN,tourbière,NN,QSYN
marais,NN,zone,NN,HYP
marin,JJ,aquatique,JJ,QSYN
marin,JJ,mer,NN,DRV
marin,JJ,océanique,JJ,QSYN
matière,NN,substance,NN,QSYN
menace,,nocif,,FRM
mer,NN,lac,NN,QSYN
mer,NN,océan,NN,QSYN
mer,NN,terre,NN,ANTI
mesurer,VV,mesure,NN,DRV
météorologique,JJ,climatique,JJ,QSYN
méthane,NN,ch4,NN,QSYN
méthane,NN,gaz,NN,HYP
métro,NN,autobus,NN,QSYN
métro,NN,train,NN,QSYN
métro,NN,tramway,NN,QSYN
microclimat,NN,climat,NN,HYP
microclimat,,climat,,FRM
migrer,VV,déplacer,VV,QSYN
migrer,VV,migration,NN,DRV
milieu,NN,biotope,NN,QSYN
milieu,NN,environnement,NN,QSYN
milieu,NN,habitat,NN,QSYN
milieu,NN,tourbière,NN,HYP
mobilité,NN,déplacement,NN,QSYN
modal,JJ,mode,NN,DRV
mode,NN,modal,JJ,DRV
mode,NN,moyen,NN,QSYN
mode,NN,transports,NN,QSYN
modèle,NN,formulation,NN,QSYN
modèle,NN,scénario,NN,QSYN
modèle,,scénario,,FRM
modèle,NN,simulation,NN,QSYN
modélisation,NN,modéliser,VV,DRV
modélisation,,modéliser,,FRM
modélisation,,reproduire,,FRM
modélisation,,simulation,,FRM
modélisation,,simuler,,FRM
modéliser,VV,modélisation,NN,DRV
modéliser,,modélisation,,FRM
modéliser,,reproduire,,FRM
modéliser,,simulation,,FRM
modéliser,VV,simuler,VV,QSYN
modéliser,,simuler,,FRM
modification,NN,changement,NN,QSYN
modification,,changement,,FRM
modification,,changer,,FRM
modification,NN,détérioration,NN,QSYN
modification,,évoluer,,FRM
modification,NN,fluctuation,NN,QSYN
modification,,fluctuation,,FRM
modification,NN,modifier,VV,DRV
modification,,modifier,,FRM
modification,,variation,,FRM
modification,,varier,,FRM
modifier,,altération,,FRM
modifier,VV,altérer,VV,QSYN
modifier,,altérer,,FRM
modifier,,bouleversement,,FRM
modifier,,changement,,FRM
modifier,VV,changer,VV,QSYN
modifier,,changer,,FRM
modifier,VV,évoluer,VV,QSYN
modifier,,évoluer,,FRM
modifier,,fluctuation,,FRM
modifier,VV,modification,NN,DRV
modifier,,modification,,FRM
modifier,,perturbation,,FRM
modifier,,perturber,,FRM
modifier,,variation,,FRM
modifier,,varier,,FRM
monde,NN,globe,NN,QSYN
monde,NN,mondial,JJ,DRV
monde,NN,planète,NN,QSYN
monde,NN,terre,NN,QSYN
mondial,JJ,global,JJ,QSYN
mondial,JJ,local,JJ,ANTI
mondial,JJ,monde,NN,DRV
mondial,JJ,planétaire,JJ,QSYN
moto,NN,véhicule,NN,HYP
nature,NN,homme,NN,ANTI
nature,NN,naturel,JJ,DRV
naturel,JJ,anthropique,JJ,ANTI
naturel,JJ,humain,JJ,ANTI
naturel,JJ,nature,NN,DRV
navette,NN,déplacement,NN,QSYN
navette,NN,transport,NN,QSYN
navette,NN,véhicule,NN,QSYN
neige,NN,glace,NN,QSYN
neige,NN,pluie,NN,QSYN
neigeux,JJ,neige,NN,DRV
nocif,,menace,,FRM
nocif,JJ,néfaste,JJ,QSYN
océan,NN,mer,NN,QSYN
océanique,JJ,marin,JJ,QSYN
océanique,JJ,océan,NN,DRV
orage,,cyclone,,FRM
orage,NN,ouragan,NN,QSYN
orage,,ouragan,,FRM
orage,NN,phénomène,NN,HYP
orage,NN,pluie,NN,QSYN
orage,NN,tempête,NN,HYP
orage,,tempête,,FRM
orage,NN,tornade,NN,QSYN
orage,,tornade,,FRM
orage,,tsunami,,FRM
organique,JJ,biodégradable,JJ,QSYN
organique,JJ,biologique,JJ,QSYN
ouragan,NN,catastrophe,NN,HYP
ouragan,NN,cyclone,NN,QSYN
ouragan,,cyclone,,FRM
ouragan,NN,événement,NN,HYP
ouragan,NN,orage,NN,QSYN
ouragan,,orage,,FRM
ouragan,NN,tempête,NN,QSYN
ouragan,,tempête,,FRM
ouragan,NN,tornade,NN,QSYN
ouragan,,tornade,,FRM
ouragan,,tsunami,,FRM
oxygène,NN,gaz,NN,HYP
oxygène,NN,o2,NN,QSYN
ozone,NN,gaz,NN,HYP
ozone,NN,o3,NN,QSYN
parc,NN,flotte,NN,QSYN
parcourir,VV,circuler,VV,QSYN
parcourir,VV,parcours,NN,DRV
parcourir,VV,rouler,VV,QSYN
parcours,NN,déplacement,NN,QSYN
parcours,NN,distance,NN,QSYN
parcours,NN,parcourir,VV,DRV
parcours,NN,trajet,NN,QSYN
parcours,NN,voyage,NN,QSYN
passager,NN,conducteur,NN,ANTI
pénurie,,disparaître,,FRM
pénurie,,disparition,,FRM
pénurie,,épuisement,,FRM
pénurie,,éteindre,,FRM
pénurie,,extinction,,FRM
pénurie,,perte,,FRM
pénurie,NN,raréfaction,NN,QSYN
pénurie,,raréfaction,,FRM
pénurie,,raréfier,,FRM
pergélisol,NN,permafrost,NN,QSYN
perte,,disparaître,,FRM
perte,NN,disparition,NN,QSYN
perte,,disparition,,FRM
perte,,épuisement,,FRM
perte,,éteindre,,FRM
perte,NN,extinction,NN,QSYN
perte,,extinction,,FRM
perte,,pénurie,,FRM
perte,NN,raréfaction,NN,QSYN
perte,,raréfaction,,FRM
perte,,raréfier,,FRM
perturbation,NN,altération,NN,QSYN
perturbation,,altération,,FRM
perturbation,,altérer,,FRM
perturbation,,bouleversement,,FRM
perturbation,NN,changement,NN,QSYN
perturbation,,changer,,FRM
perturbation,NN,dérèglement,NN,QSYN
perturbation,NN,fluctuation,NN,QSYN
perturbation,NN,forçage,NN,QSYN
perturbation,,modifier,,FRM
perturbation,NN,perturber,VV,DRV
perturbation,,perturber,,FRM
perturbation,NN,stress,NN,QSYN
perturber,,altération,,FRM
perturber,VV,altérer,VV,QSYN
perturber,,altérer,,FRM
perturber,,bouleversement,,FRM
perturber,VV,bouleverser,VV,QSYN
perturber,VV,changer,VV,QSYN
perturber,,changer,,FRM
perturber,VV,dérégler,VV,QSYN
perturber,,modifier,,FRM
perturber,VV,perturbation,NN,DRV
perturber,,perturbation,,FRM
perturber,VV,stabiliser,VV,ANTI
pétrole,NN,charbon,NN,QSYN
pétrole,NN,combustible,NN,HYP
pétrole,NN,gaz,NN,QSYN
pétrole,NN,hydrocarbure,NN,HYP
pétrole,NN,pétrolier,JJ,DRV
pétrolier,JJ,gazier,JJ,QSYN
phénomène,NN,événement,NN,QSYN
phénomène,,événement,,FRM
photovoltaïque,JJ,pv,JJ,QSYN
photovoltaïque,JJ,solaire,JJ,QSYN
piégeage,,capture,,FRM
piégeage,,capturer,,FRM
piégeage,NN,fixation,NN,QSYN
piégeage,NN,libération,NN,ANTI
piégeage,NN,piéger,VV,DRV
piégeage,,piéger,,FRM
piégeage,NN,séquestration,NN,QSYN
piégeage,NN,stockage,NN,QSYN
piéger,VV,absorber,VV,QSYN
piéger,,capture,,FRM
piéger,VV,capturer,VV,QSYN
piéger,,capturer,,FRM
piéger,VV,emprisonner,VV,QSYN
piéger,,emprisonner,,FRM
piéger,VV,libérer,VV,ANTI
piéger,VV,piégeage,NN,DRV
piéger,,piégeage,,FRM
piéger,VV,séquestrer,VV,QSYN
piscicole,JJ,pisciculture,NN,DRV
pisciculture,NN,agriculture,NN,QSYN
pisciculture,NN,aquaculture,NN,HYP
pisciculture,NN,élevage,NN,HYP
pisciculture,NN,pêche,NN,QSYN
pisciculture,NN,piscicole,JJ,DRV
plage,NN,écosystème,NN,HYP
planétaire,JJ,global,JJ,QSYN
planétaire,JJ,local,JJ,ANTI
planétaire,JJ,mondial,JJ,QSYN
planétaire,JJ,planète,NN,DRV
planétaire,JJ,régional,JJ,ANTI
planète,NN,globe,NN,QSYN
planète,NN,monde,NN,QSYN
planète,NN,planétaire,JJ,DRV
planète,NN,terre,NN,QSYN
plantation,NN,boisement,NN,QSYN
plantation,NN,culture,NN,QSYN
plantation,NN,planter,VV,DRV
plantation,,planter,,FRM
plantation,NN,reboisement,NN,QSYN
plantation,NN,régénération,NN,QSYN
plante,NN,animal,NN,ANTI
plante,NN,arbre,NN,QSYN
plante,NN,végétal,NN,HYP
planter,VV,boiser,VV,QSYN
planter,VV,cultiver,VV,QSYN
planter,VV,plantation,NN,DRV
planter,,plantation,,FRM
planter,VV,reboiser,VV,QSYN
plein,NN,charge,NN,QSYN
plein,,charge,,FRM
plein,,charger,,FRM
plein,NN,recharge,NN,QSYN
plein,,recharge,,FRM
plein,,recharger,,FRM
pluie,NN,mousson,NN,HYP
pluie,NN,orage,NN,QSYN
pluie,NN,pleuvoir,VV,DRV
pluviosité,NN,pluie,NN,QSYN
polaire,JJ,pôle,NN,DRV
polaire,JJ,tropical,JJ,ANTI
pôle,NN,polaire,JJ,DRV
pôle,NN,tropique,NN,ANTI
polluant,JJ,écologique,JJ,ANTI
polluant,JJ,environnemental,JJ,ANTI
polluant,NN,gaz,NN,HYP
polluant,NN,pollueur,NN,QSYN
polluant,JJ,propre,JJ,ANTI
polluant,JJ,toxique,JJ,QSYN
polluant,JJ,vert,JJ,ANTI
polluer,,acidification,,FRM
