Entrée,partie du discours,Terme relié,partie du discours,relation
mitigation,NN,decrease,NN,QSYN
mitigation,NN,increase,NN,ANTI
mitigation,,intensify,,FRM
mitigation,NN,mitigate,VV,DRV
mitigation,,mitigate,,FRM
mitigation,NN,reduction,NN,QSYN
model,VV,modelling,NN,DRV
model,,modelling,,FRM
model,NN,scenario,NN,QSYN
model,,scenario,,FRM
model,,simulate,,FRM
modelling,NN,model,VV,DRV
modelling,,model,,FRM
modelling,NN,modeling,NN,QSYN
modelling,,simulate,,FRM
monitor,VV,measure,VV,QSYN
monitor,VV,monitoring,NN,DRV
motor,NN,engine,NN,QSYN
municipal,JJ,municipality,NN,DRV
municipal,JJ,urban,JJ,QSYN
municipality,NN,government,NN,QSYN
municipality,NN,municipal,JJ,DRV
natural,JJ,anthropogenic,JJ,ANTI
nuclear,JJ,geothermal,JJ,QSYN
nuclear,JJ,hydroelectric,JJ,QSYN
nuclear,JJ,solar,JJ,QSYN
nuclear,JJ,wind,JJ,QSYN
ocean,NN,oceanic,JJ,DRV
ocean,NN,sea,NN,QSYN
oil,NN,coal,NN,QSYN
oil,NN,fuel,NN,HYP
oil,NN,gas,NN,QSYN
oil,NN,hydrocarbon,NN,HYP
oil,NN,petroleum,NN,QSYN
organic,JJ,biological,JJ,QSYN
organic,JJ,inorganic,JJ,ANTI
owner,NN,consumer,NN,QSYN
owner,NN,driver,NN,QSYN
owner,NN,user,NN,QSYN
oxidize,VV,oxidation,NN,DRV
ozone,NN,gas,NN,HYP
ozone,NN,o3,NN,QSYN
parking,NN,park,VV,DRV
passenger,NN,driver,NN,ANTI
passenger,NN,traveler,NN,QSYN
pathogenic,JJ,pathogen,NN,DRV
peatland,NN,marsh,NN,QSYN
peatland,NN,mire,NN,QSYN
peatland,NN,wetland,NN,HYP
perturbation,,alter,,FRM
perturbation,,alteration,,FRM
perturbation,NN,change,NN,QSYN
perturbation,,change,,FRM
petroleum,NN,diesel,NN,QSYN
petroleum,NN,ethanol,NN,QSYN
petroleum,NN,fuel,NN,HYP
petroleum,NN,gasoline,NN,QSYN
petroleum,NN,oil,NN,QSYN
petroleum,NN,petrol,NN,QSYN
photovoltaic,JJ,pv,JJ,QSYN
photovoltaic,JJ,solar,JJ,QSYN
planet,NN,earth,NN,QSYN
planet,NN,globe,NN,QSYN
planet,NN,planetary,JJ,DRV
plant,VV,cultivate,VV,QSYN
plant,VV,planting,NN,DRV
plant,VV,reforest,VV,QSYN
plastic,NN,material,NN,HYP
plastic,NN,waste,NN,HYP
pollutant,NN,dioxin,NN,HYP
pollutant,NN,polluter,NN,QSYN
pollute,,acidification,,FRM
pollute,VV,acidify,VV,QSYN
pollute,,acidify,,FRM
pollute,VV,contaminate,VV,QSYN
pollute,,contaminate,,FRM
pollute,VV,pollution,NN,DRV
polluted,JJ,contaminated,JJ,QSYN
polluted,,contaminated,,FRM
pollution,NN,pollute,VV,DRV
precipitation,NN,evaporation,NN,ANTI
precipitation,NN,hail,NN,HYP
precipitation,NN,monsoon,NN,QSYN
precipitation,NN,rain,NN,HYP
precipitation,,rain,,FRM
precipitation,,rainfall,,FRM
precipitation,NN,snow,NN,HYP
predict,VV,forecast,VV,QSYN
predict,,forecast,,FRM
predict,VV,prediction,NN,DRV
predict,VV,project,VV,QSYN
predict,,project,,FRM
predict,,projection,,FRM
preserve,,conservation,,FRM
preserve,VV,conserve,VV,QSYN
preserve,,conserve,,FRM
preserve,VV,protect,VV,QSYN
private,JJ,individual,JJ,QSYN
private,JJ,public,JJ,ANTI
process,VV,processing,NN,DRV
process,VV,treat,VV,QSYN
process,,treat,,FRM
product,NN,toxic,NN,HYP
production,NN,produce,VV,DRV
project,VV,forecast,VV,QSYN
project,,forecast,,FRM
project,VV,predict,VV,QSYN
project,,predict,,FRM
project,VV,projection,NN,DRV
project,,projection,,FRM
projection,,forecast,,FRM
projection,,predict,,FRM
projection,NN,prediction,NN,QSYN
projection,NN,project,VV,DRV
projection,,project,,FRM
propel,VV,drive,VV,QSYN
propel,VV,power,VV,QSYN
propel,VV,run,VV,ANTI
protect,VV,conserve,VV,QSYN
protect,VV,preserve,VV,QSYN
protect,VV,protection,NN,DRV
protect,,protection,,FRM
protection,NN,conservation,NN,QSYN
protection,NN,preservation,NN,QSYN
protection,NN,protect,VV,DRV
protection,,protect,,FRM
public,JJ,private,JJ,ANTI
radiate,,emission,,FRM
radiate,VV,emit,VV,QSYN
radiate,,emit,,FRM
radiate,,inject,,FRM
radiate,VV,radiation,NN,DRV
radiate,VV,reflect,VV,QSYN
radiate,,release,,FRM
rain,NN,hail,NN,QSYN
rain,NN,monsoon,NN,QSYN
rain,NN,precipitation,NN,HYP
rain,,precipitation,,FRM
rain,,rainfall,,FRM
rain,NN,snow,NN,QSYN
rainfall,NN,monsoon,NN,QSYN
rainfall,NN,precipitation,NN,QSYN
rainfall,,precipitation,,FRM
rainfall,,rain,,FRM
rainfall,NN,snowfall,NN,QSYN
rainfall,NN,thunderstorm,NN,QSYN
recharge,,charge,,FRM
recharge,VV,discharge,VV,ANTI
recover,VV,dispose,VV,ANTI
recover,VV,eliminate,VV,ANTI
recover,VV,recovery,NN,DRV
recover,VV,recycle,VV,QSYN
recycle,VV,recover,VV,QSYN
recycle,VV,recycling,NN,DRV
recycle,,recycling,,FRM
recycle,VV,reuse,VV,QSYN
recycling,NN,disposal,NN,ANTI
recycling,,recycle,,FRM
recycling,NN,reuse,NN,QSYN
reduce,,decrease,,FRM
reduce,VV,increase,VV,ANTI
reduce,,increase,,FRM
reduce,VV,reduction,NN,DRV
reduce,,reduction,,FRM
reduction,NN,abatement,NN,QSYN
reduction,,decrease,,FRM
reduction,,increase,,FRM
reduction,NN,mitigation,NN,QSYN
reduction,NN,reduce,VV,DRV
reduction,,reduce,,FRM
reflect,VV,absorb,VV,ANTI
reflect,VV,emit,VV,QSYN
reflect,VV,radiate,VV,QSYN
reflect,VV,reflection,NN,DRV
reflect,VV,release,VV,QSYN
reflect,VV,trap,VV,ANTI
reforest,,afforestation,,FRM
reforest,VV,deforest,VV,ANTI
reforest,VV,plant,VV,QSYN
reforest,VV,reforestation,NN,DRV
reforest,,reforestation,,FRM
reforestation,NN,afforestation,NN,QSYN
reforestation,,afforestation,,FRM
reforestation,NN,deforestation,NN,ANTI
reforestation,NN,planting,NN,QSYN
reforestation,NN,reforest,VV,DRV
reforestation,,reforest,,FRM
reforestation,NN,regeneration,NN,QSYN
regenerate,VV,regeneration,NN,DRV
regeneration,NN,regenerate,VV,DRV
regeneration,NN,regrowth,NN,QSYN
region,NN,area,NN,QSYN
regional,JJ,global,JJ,ANTI
regional,JJ,local,JJ,QSYN
regional,JJ,region,NN,DRV
regulate,VV,control,VV,QSYN
regulate,VV,regulation,NN,DRV
regulation,NN,law,NN,QSYN
regulation,NN,legislation,NN,QSYN
regulation,NN,policy,NN,QSYN
regulation,NN,regulate,VV,DRV
release,NN,emission,NN,QSYN
release,,emission,,FRM
release,VV,emit,VV,QSYN
release,,emit,,FRM
release,VV,inject,VV,QSYN
release,,inject,,FRM
release,,radiate,,FRM
renewable,JJ,fossil,JJ,ANTI
represent,VV,representation,NN,DRV
reservoir,NN,dam,NN,QSYN
retreat,,erosion,,FRM
reuse,VV,recycle,VV,QSYN
ride,VV,drive,VV,QSYN
ride,,drive,,FRM
rise,,decline,,FRM
rise,VV,decrease,VV,ANTI
rise,,decrease,,FRM
rise,VV,grow,VV,QSYN
rise,,grow,,FRM
rise,,growth,,FRM
rise,VV,increase,VV,QSYN
rise,,increase,,FRM
risk,NN,danger,NN,QSYN
risk,NN,hazard,NN,QSYN
risk,NN,threat,NN,QSYN
road,NN,highway,NN,QSYN
road,NN,infrastructure,NN,HYP
run,VV,drive,VV,QSYN
run,VV,propel,VV,ANTI
run,VV,travel,VV,QSYN
rural,JJ,urban,JJ,ANTI
salinity,NN,saline,JJ,DRV
scenario,NN,model,NN,QSYN
scenario,,model,,FRM
scrap,NN,residue,NN,HYP
scrap,NN,waste,NN,HYP
seasonal,JJ,seasonality,NN,DRV
seasonality,NN,seasonal,JJ,DRV
sensitivity,,threatened,,FRM
sensitivity,NN,vulnerability,NN,QSYN
sensitivity,,vulnerability,,FRM
sensitivity,,vulnerable,,FRM
separate,VV,separation,NN,DRV
separate,,separation,,FRM
separate,VV,sort,VV,QSYN
separate,,sort,,FRM
separation,NN,separate,VV,DRV
separation,,separate,,FRM
separation,,sort,,FRM
sequester,,capture,,FRM
sequester,,sequestration,,FRM
sequestration,NN,capture,NN,QSYN
sequestration,,capture,,FRM
sequestration,NN,sequester,VV,DRV
sequestration,,sequester,,FRM
severe,JJ,extreme,JJ,QSYN
severe,,extreme,,FRM
severe,JJ,intense,JJ,QSYN
severe,,intense,,FRM
severe,,intensity,,FRM
severe,JJ,severity,NN,DRV
severe,,severity,,FRM
severity,,extreme,,FRM
severity,,intense,,FRM
severity,NN,intensity,NN,QSYN
severity,,intensity,,FRM
severity,NN,severe,JJ,DRV
severity,,severe,,FRM
sewage,NN,waste,NN,QSYN
shift,VV,change,VV,QSYN
shift,,change,,FRM
shift,VV,fluctuate,VV,QSYN
shift,,fluctuate,,FRM
shift,NN,fluctuation,NN,QSYN
shift,,fluctuation,,FRM
shift,VV,migrate,VV,QSYN
shift,NN,variation,NN,QSYN
shift,,variation,,FRM
shift,VV,vary,VV,QSYN
shift,,vary,,FRM
shortage,,disappear,,FRM
shortage,,disappearance,,FRM
shortage,,extinction,,FRM
shortage,,loss,,FRM
shortage,NN,scarcity,NN,QSYN
simulate,,model,,FRM
simulate,,modelling,,FRM
simulate,VV,simulation,NN,DRV
smart,JJ,pure,JJ,QSYN
snow,NN,hail,NN,QSYN
snow,NN,precipitation,NN,HYP
snow,NN,rain,NN,QSYN
solar,JJ,thermal,JJ,QSYN
solid,JJ,gaseous,JJ,QSYN
solid,JJ,liquid,JJ,QSYN
sort,VV,separate,VV,QSYN
sort,,separate,,FRM
sort,,separation,,FRM
stabilization,NN,stabilize,VV,DRV
stabilization,,stabilize,,FRM
stabilize,VV,destabilize,VV,ANTI
stabilize,VV,stabilization,NN,DRV
stabilize,,stabilization,,FRM
store,VV,absorb,VV,QSYN
store,VV,capture,VV,QSYN
store,VV,sequester,VV,QSYN
store,VV,storage,NN,DRV
store,VV,trap,VV,QSYN
storm,,cyclone,,FRM
storm,NN,event,NN,HYP
storm,NN,hurricane,NN,QSYN
storm,,hurricane,,FRM
storm,NN,thunderstorm,NN,HYP
storm,,thunderstorm,,FRM
storm,,tornado,,FRM
storm,,tsunami,,FRM
storm,NN,typhoon,NN,QSYN
stratosphere,NN,stratospheric,JJ,DRV
stratosphere,NN,troposphere,NN,QSYN
stratospheric,JJ,atmospheric,JJ,QSYN
stratospheric,JJ,stratosphere,NN,DRV
stratospheric,JJ,tropospheric,JJ,QSYN
sulphur,NN,contaminant,NN,HYP
sulphur,NN,pollutant,NN,HYP
sulphur,NN,s,NN,QSYN
sustainability,NN,sustainable,JJ,DRV
sustainability,,sustainable,,FRM
sustainability,,unsustainable,,FRM
sustainable,JJ,sustainability,NN,DRV
sustainable,,sustainability,,FRM
sustainable,JJ,unsustainable,JJ,ANTI
sustainable,,unsustainable,,FRM
temperate,JJ,cool,JJ,QSYN
temperate,JJ,tropical,JJ,QSYN
temperature,,cold,,FRM
temperature,,cool,,FRM
temperature,,warm,,FRM
temperature,NN,weather,NN,QSYN
terrestrial,JJ,coastal,JJ,QSYN
terrestrial,JJ,land,NN,DRV
terrestrial,JJ,marine,JJ,ANTI
terrestrial,JJ,oceanic,JJ,ANTI
thaw,VV,freeze,VV,ANTI
thaw,,freeze,,FRM
thaw,,frost,,FRM
thaw,VV,melt,VV,QSYN
thaw,,melt,,FRM
thaw,,melting,,FRM
thermal,JJ,solar,JJ,QSYN
threat,,harmful,,FRM
threat,NN,hazard,NN,QSYN
threat,,hazard,,FRM
threat,,hazardous,,FRM
threat,NN,risk,NN,QSYN
threat,NN,threaten,VV,DRV
threaten,VV,endanger,VV,QSYN
threaten,,endanger,,FRM
threaten,VV,threat,NN,DRV
threatened,JJ,endangered,JJ,QSYN
threatened,JJ,extinct,JJ,QSYN
threatened,JJ,harmful,JJ,ANTI
threatened,,sensitivity,,FRM
threatened,,vulnerability,,FRM
threatened,JJ,vulnerable,JJ,QSYN
threatened,,vulnerable,,FRM
thunderstorm,,cyclone,,FRM
thunderstorm,,hurricane,,FRM
thunderstorm,NN,precipitation,NN,QSYN
thunderstorm,NN,rain,NN,QSYN
thunderstorm,NN,rainfall,NN,QSYN
thunderstorm,NN,storm,NN,HYP
thunderstorm,,storm,,FRM
thunderstorm,,tornado,,FRM
thunderstorm,,tsunami,,FRM
tidal,JJ,hydraulic,JJ,QSYN
tornado,,cyclone,,FRM
tornado,NN,event,NN,HYP
tornado,NN,hurricane,NN,QSYN
tornado,,hurricane,,FRM
tornado,NN,storm,NN,HYP
tornado,,storm,,FRM
tornado,NN,thunderstorm,NN,QSYN
tornado,,thunderstorm,,FRM
tornado,,tsunami,,FRM
train,NN,bus,NN,QSYN
train,NN,metro,NN,QSYN
train,NN,transportation,NN,HYP
transfer,NN,distribution,NN,QSYN
transfer,NN,flow,NN,QSYN
transfer,NN,transmission,NN,QSYN
transform,,conversion,,FRM
transform,VV,convert,VV,QSYN
transform,,convert,,FRM
transform,,hybridization,,FRM
transform,VV,transformation,NN,DRV
transit,NN,bus,NN,HYP
transit,,commute,,FRM
transit,NN,metro,NN,HYP
transit,NN,transportation,NN,QSYN
transit,NN,travel,NN,QSYN
transit,,travel,,FRM
transit,NN,vehicle,NN,QSYN
transmission,NN,distribution,NN,QSYN
transmission,NN,flow,NN,QSYN
transmission,NN,transfer,NN,QSYN
transport,VV,carry,VV,QSYN
transportation,,carry,,FRM
transportation,NN,transit,NN,QSYN
transportation,NN,transport,NN,QSYN
transportation,NN,vehicle,NN,QSYN
trap,VV,absorb,VV,QSYN
trap,VV,capture,VV,QSYN
trap,VV,radiate,VV,ANTI
trap,VV,store,VV,QSYN
trap,VV,trapping,NN,DRV
travel,,commute,,FRM
travel,VV,drive,VV,QSYN
travel,,drive,,FRM
travel,NN,transit,NN,QSYN
travel,,transit,,FRM
travel,NN,trip,NN,QSYN
traveler,NN,passenger,NN,QSYN
traveler,NN,user,NN,QSYN
treat,VV,process,VV,QSYN
treat,,process,,FRM
treat,VV,treatment,NN,DRV
tree,NN,plant,NN,QSYN
tree,NN,shrub,NN,QSYN
trip,NN,distance,NN,QSYN
trip,NN,journey,NN,QSYN
trip,NN,transit,NN,QSYN
trip,NN,travel,NN,QSYN
tropical,JJ,tropics,NN,DRV
troposphere,NN,stratosphere,NN,QSYN
troposphere,NN,tropospheric,JJ,DRV
tropospheric,JJ,atmospheric,JJ,QSYN
tropospheric,JJ,stratospheric,JJ,QSYN
tropospheric,JJ,troposphere,NN,DRV
truck,NN,automobile,NN,QSYN
truck,NN,car,NN,QSYN
truck,NN,vehicle,NN,HYP
tsunami,,cyclone,,FRM
tsunami,NN,disaster,NN,HYP
tsunami,NN,earthquake,NN,QSYN
tsunami,NN,event,NN,HYP
tsunami,,hurricane,,FRM
tsunami,,storm,,FRM
tsunami,,thunderstorm,,FRM
tsunami,,tornado,,FRM
tundra,NN,biome,NN,HYP
tundra,NN,ecosystem,NN,HYP
unsustainable,,sustainability,,FRM
unsustainable,JJ,sustainable,JJ,ANTI
unsustainable,,sustainable,,FRM
uptake,,absorb,,FRM
uptake,NN,absorption,NN,QSYN
uptake,,absorption,,FRM
uptake,NN,emission,NN,ANTI
uptake,NN,release,NN,ANTI
urban,JJ,city,NN,DRV
urban,JJ,local,JJ,QSYN
urban,JJ,rural,JJ,ANTI
urbanization,NN,development,NN,HYP
urbanization,,development,,FRM
urbanization,NN,industrialization,NN,QSYN
urbanization,,industrialization,,FRM
urbanization,NN,urbanize,VV,DRV
user,NN,consumer,NN,QSYN
user,NN,driver,NN,QSYN
user,NN,owner,NN,QSYN
user,NN,traveler,NN,QSYN
variability,NN,variable,JJ,DRV
variable,JJ,variability,NN,DRV
variation,NN,change,NN,QSYN
variation,,change,,FRM
variation,,fluctuate,,FRM
variation,NN,fluctuation,NN,QSYN
variation,,fluctuation,,FRM
variation,NN,shift,NN,QSYN
variation,,shift,,FRM
variation,NN,vary,VV,DRV
variation,,vary,,FRM
vary,VV,change,VV,QSYN
vary,,change,,FRM
vary,,fluctuate,,FRM
vary,,fluctuation,,FRM
vary,,shift,,FRM
vary,VV,variation,NN,DRV
vary,,variation,,FRM
vehicle,NN,automobile,NN,HYP
vehicle,NN,bus,NN,HYP
vehicle,NN,car,NN,HYP
vehicle,NN,transit,NN,QSYN
vehicle,NN,transportation,NN,QSYN
volcanic,JJ,volcano,NN,DRV
volcano,NN,volcanic,JJ,DRV
vulnerability,NN,sensitivity,NN,QSYN
vulnerability,,sensitivity,,FRM
vulnerability,,threatened,,FRM
vulnerability,NN,vulnerable,JJ,DRV
vulnerability,,vulnerable,,FRM
vulnerable,JJ,endangered,JJ,QSYN
vulnerable,JJ,extinct,JJ,QSYN
vulnerable,JJ,fragile,JJ,QSYN
vulnerable,,sensitivity,,FRM
vulnerable,JJ,threatened,JJ,QSYN
vulnerable,,threatened,,FRM
vulnerable,,vulnerability,,FRM
warm,JJ,cold,JJ,ANTI
warm,,cold,,FRM
warm,VV,cool,VV,ANTI
warm,,cool,,FRM
warm,,cooling,,FRM
warm,VV,heat,VV,QSYN
warm,,temperature,,FRM
warm,VV,warming,NN,DRV
warm,,warming,,FRM
warming,,cool,,FRM
warming,NN,cooling,NN,ANTI
warming,,cooling,,FRM
warming,NN,warm,VV,DRV
warming,,warm,,FRM
waste,NN,scrap,NN,HYP
waste,NN,sewage,NN,QSYN
waste,NN,toxic,NN,HYP
water,NN,air,NN,ANTI
water,NN,resource,NN,HYP
watt,NN,w,NN,QSYN
weather,NN,climate,NN,QSYN
weather,NN,condition,NN,QSYN
weather,NN,temperature,NN,QSYN
wildlife,NN,fauna,NN,QSYN
wildlife,NN,flora,NN,QSYN
wildlife,NN,nature,NN,QSYN
wood,NN,resource,NN,HYP
worldwide,JJ,global,JJ,QSYN
